Company_Name,Skill_1,Skill_2,Skill_3,Domain,Location,Minimum_CGPA,Duration,Recommended_Degree
Nirman Tech Solutions,"Pandas, Deep Learning","Librosa, Bash","Scikit-learn, Ethical Hacking",Cybersecurity & Forensics,Gurgaon,6.1,4 Months,B.Tech Cybersecurity
Nokia Telecommunications Pvt. Ltd.,"JavaScript, DevOps","PyTorch, Node.js","Cybersecurity, Azure",Database Administration,New Delhi,6.1,12 Months,B.Tech Cybersecurity
Novell Software Development (I) Ltd.,"Python, SQL","Docker, Cybersecurity","Computer Vision, Docker",Cloud Computing,Bangalore,6.1,9 Months,B.Tech Computer Science
Novellus Systems (India) Pvt Ltd,"Docker, Java","PyTorch, Azure","PowerBI, PyTorch",DevOps,Bangalore,6.5,4 Months,B.Tech CS / M.Tech
NSE.IT Ltd.,"Computer Vision, NLP","TensorFlow, Ethical Hacking","PyTorch, Azure",DevOps,Mumbai,8.8,4 Months,B.Tech CS / IT
Nucleus Software,"Data Analysis, TensorFlow","Network Security, DevOps","Machine Learning, Network Security",Data Science & AI,Noida,9.4,6 Months,B.Tech Computer Science
Nucleus Software Exports Pvt. Ltd.,"JavaScript, Computer Vision","DevOps, Scikit-learn","Node.js, React",DevOps,New Delhi,8.7,12 Months,B.Sc / M.Sc Data Science
NuMark Software Pvt. Ltd.,"Mobile Forensics, Ethical Hacking","NoSQL, C++","C++, PyTorch",Database Administration,Bangalore,6.4,9 Months,B.E. Cloud Computing
Numen Technologies Pvt Ltd,"Deep Learning, OpenCV","GCP, Librosa","NLP, Azure",DevOps,Ahmedabad,6.4,9 Months,B.Sc Information Security
Nunet Technologies Pvt. Ltd.,"PowerBI, Pandas","JavaScript, Kubernetes","JavaScript, Linux",Cloud Computing,Vishakapatnam,6.9,6 Months,B.Tech Computer Science
Nvidia,"Mobile Forensics, Python","NoSQL, Docker",GCP,Mobile App Development,Kolkata,8.6,3 Months,B.E. Information Technology
OCL Infomatics Ltd.,"Cybersecurity, Network Security","Linux, Machine Learning","Node.js, Pandas",Software Engineering,Cochin,8.2,3 Months,B.Tech Cybersecurity
Ola Electric,"Scikit-learn, Cybersecurity","Data Analysis, DevOps","PyTorch, Java",Web Development,Indore,8.7,6 Months,B.Tech Computer Science
Omega Interactive Technologies Ltd.,"Computer Vision, PowerBI","C++, JavaScript","NoSQL, Azure",Database Administration,Mumbai,9.4,2 Months,BCA / MCA
Omega Net India (P) Ltd,"C++, Bash","Digital Forensics, Pandas","Incident Response, Linux",Cloud Computing,New Delhi,7.8,9 Months,Mechanical Engineering
Omnesys Technologies Pvt Ltd Specialisation: Location:,Web Development,"Cybersecurity, Node.js","Computer Vision, Java",Web Development,Mumbai,8.3,4 Months,BCA / MCA
one two three india.com,"Computer Vision, DevOps","Digital Forensics, DevOps",Bash,Data Science & AI,Mumbai,8.6,4 Months,B.E. Cloud Computing
ONICRA Credit Rating Agency of India Ltd,"Deep Learning, Machine Learning","Node.js, React","AWS, Cybersecurity",Web Development,New Delhi,6.9,2 Months,Mechanical Engineering
Onward Novell Software (I) Ltd.,"Linux, Docker","Kubernetes, Cybersecurity","TensorFlow, Cybersecurity",Cloud Computing,Mumbai,6.6,2 Months,Mechanical Engineering
Onward Technologies Limited,"Digital Forensics, PowerBI","Pandas, Incident Response","Cybersecurity, PyTorch",Cloud Computing,Mumbai,8.6,12 Months,B.E. Cloud Computing
Opusasia Technologies Pvt. Ltd,"Librosa, React","Network Security, DevOps","NLP, Docker",Database Administration,Hyderabad,6.7,4 Months,B.E. Cloud Computing
Oracle,"Cybersecurity, Librosa","Incident Response, Linux",DevOps,Cloud Computing,Remote,7.1,6 Months,B.E. Cloud Computing
Oracle India Private Limited,"Docker, Java","Bash, Deep Learning","Node.js, React",Web Development,Seattle,6.7,6 Months,B.Tech CS / IT
Oracle India Private Limited.,"GCP, JavaScript","Network Security, Pandas","NoSQL, Pandas",Web Development,Hyderabad,8.6,6 Months,B.E. Cloud Computing
Oracle Solution Services (India) Pvt Ltd,"AWS, React","Java, Docker","Bash, Azure",Data Science & AI,Bangalore,7.8,3 Months,B.Tech Computer Science
Oramasters Software India Pvt Ltd,"Python, Linux","Java, Data Analysis","Python, JavaScript",Cloud Computing,Hyderabad,8,9 Months,B.Tech Computer Science
OrbiTech Solutions Limited,"GCP, NLP","SQL, Azure","OpenCV, Node.js",DevOps,Mumbai,6.7,2 Months,B.E. Information Technology
Orient Information Technology Ltd.,"Docker, Data Analysis","PowerBI, TensorFlow",JavaScript,Database Administration,Mumbai,9,3 Months,B.E. Cloud Computing
Oyster Software Solutions,"Scikit-learn, Node.js","Computer Vision, GCP","Machine Learning, Docker",Database Administration,New Delhi,7.6,12 Months,B.Tech Computer Science
Paharpur Business Centre,"PyTorch, React","NoSQL, Network Security","PyTorch, Scikit-learn",Cybersecurity & Forensics,New Delhi,6.1,4 Months,B.Tech Computer Science
"Paladion Networks Pvt Ltd, Navi","Network Security, Mobile Forensics","NoSQL, Java","Bash, Network Security",Cybersecurity & Forensics,Delhi,9.1,3 Months,B.E. Cloud Computing
Palantir,"Machine Learning, PyTorch","Scikit-learn, Java",NoSQL,DevOps,Mumbai,7.7,4 Months,B.E. Cloud Computing
Palo Alto Networks,"Azure, Deep Learning","Librosa, TensorFlow",Scikit-learn,Web Development,London,8.9,2 Months,B.E. Information Technology
Pan Business Lists Pvt Ltd,"Scikit-learn, AWS","NoSQL, Linux","AWS, Ethical Hacking",Web Development,New Delhi,8.7,6 Months,Mechanical Engineering
Panasonic,"Java, PowerBI","SQL, Deep Learning",DevOps,Cloud Computing,Noida,8.3,2 Months,Mechanical Engineering
PAR Computer Sciences (Intl.) Ltd.,"C++, NoSQL","Scikit-learn, Java","PowerBI, TensorFlow",Software Engineering,Mumbai,8.8,6 Months,B.Tech Computer Science
Parabola Technologies Pvt. Ltd,"Data Analysis, Linux","Pandas, C++","SQL, AWS",Data Science & AI,Mumbai,6.5,3 Months,B.E. Cloud Computing
Paragon Solutions (I) Pvt. Ltd.,"Librosa, NLP","NoSQL, NLP","Bash, Java",DevOps,Bangalore,7.7,6 Months,BCA / MCA
Parametric Technology Research & Development (India) Limited,"React, SQL","TensorFlow, Azure","Network Security, AWS",DevOps,Pune,9.1,3 Months,M.Sc Cyber Forensics
Paramount Informatics (India) Pvt. Ltd.,"Docker, Linux","DevOps, Kubernetes",GCP,Web Development,Chennai,7.9,3 Months,Mechanical Engineering
Parsec Technologies (India) Ltd.,"AWS, Data Analysis","Network Security, Linux","C++, AWS",DevOps,Gurgaon,8.9,6 Months,B.Sc Statistics / Math
Patni Computer Systems Ltd.,"PowerBI, Cybersecurity","Digital Forensics, NLP","React, AWS",DevOps,Mumbai,9.3,2 Months,B.Tech Computer Science
Paytm,"Librosa, Bash","Machine Learning, PowerBI","NLP, SQL",Data Science & AI,Gurgaon,7.3,12 Months,B.Tech Cybersecurity
Pentamedia Graphics Limited,"Docker, Linux","DevOps, OpenCV","Digital Forensics, NoSQL",DevOps,Chennai,7.6,2 Months,B.Tech CS / IT
Pentasoft Technologies Limited,"PowerBI, Computer Vision","DevOps, Java","GCP, Node.js",Cybersecurity & Forensics,Chennai,9.2,9 Months,BCA / MCA
Perisol Technology (India) Pvt. Ltd.,"GCP, Computer Vision","JavaScript, Azure",Java,Web Development,Pune,7.6,4 Months,M.Sc Cyber Forensics
Persistent Systems,"Deep Learning, Linux","Pandas, Scikit-learn","Computer Vision, NLP",Database Administration,Gurgaon,8.7,4 Months,BCA / MCA
Persistent Systems Pvt. Ltd.,"Librosa, React","Node.js, Docker","AWS, GCP",Cloud Computing,Pune,9.1,2 Months,B.Tech CS / IT
PG Softech Limited,"OpenCV, PyTorch","Cybersecurity, NLP","Azure, Digital Forensics",Data Science & AI,New Delhi,6.8,12 Months,B.Tech Cybersecurity
Philips Software Centre Pvt. Ltd.,"NLP, Cybersecurity","OpenCV, Node.js","NLP, TensorFlow",Database Administration,Bangalore,7.2,12 Months,B.Tech CS / IT
Phoenix Global Solutioins (India) Pvt. Ltd.,"Scikit-learn, Cybersecurity","Java, OpenCV","Node.js, TensorFlow",Data Science & AI,Bangalore,6.9,2 Months,Mechanical Engineering
"Phoenix IT Solutions Ltd., Vizag (A.P.)",Web Development,"Computer Vision, Scikit-learn","OpenCV, Librosa",Web Development,Bangalore,8.2,6 Months,B.E. Information Technology
PhonePe,"Bash, Docker","Python, Kubernetes",PowerBI,Software Engineering,Seattle,6.5,9 Months,B.Tech Cybersecurity
Pioneer Consulting,"AWS, Scikit-learn","Computer Vision, TensorFlow","DevOps, Node.js",Database Administration,Remote,8.3,3 Months,Mechanical Engineering
Pioneer Corp,"OpenCV, Mobile Forensics","PyTorch, Node.js",C++,Software Engineering,Kolkata,8.6,4 Months,B.E. Information Technology
Pioneer Dynamics,"Linux, Java","PowerBI, TensorFlow","Azure, NLP",Software Engineering,Singapore,8.8,12 Months,B.E. Information Technology
Pioneer Group,"SQL, Docker","NoSQL, PyTorch",Data Analysis,DevOps,Hyderabad,7,6 Months,B.E. Cloud Computing
Pioneer Inc,"Java, Node.js","OpenCV, Mobile Forensics","Network Security, Kubernetes",Database Administration,Remote,7.8,9 Months,Mechanical Engineering
Pioneer Networks,"Librosa, AWS","Java, Pandas","Docker, Network Security",Database Administration,San Francisco,9.3,4 Months,Mechanical Engineering
Pioneer Security,"Network Security, Deep Learning","Docker, PowerBI",Librosa,Software Engineering,San Francisco,8,9 Months,B.E. Information Technology
Pioneer Software,"DevOps, PyTorch","Machine Learning, Python","GCP, PyTorch",Database Administration,Remote,6.6,6 Months,B.Tech CS / IT
Pioneer Systems,"Bash, Deep Learning","Deep Learning, Machine Learning","Java, Azure",DevOps,Hyderabad,8.7,9 Months,B.Tech CS / IT
Pipal Solutions (India) Pvt. Ltd,"NLP, Linux","C++, Cybersecurity","Python, Linux",Data Science & AI,New Delhi,8.9,6 Months,M.Sc Cyber Forensics
Planet PCI Infotech Ltd,"Docker, Deep Learning","Linux, Cybersecurity","Kubernetes, JavaScript",Cybersecurity & Forensics,New Delhi,9.1,4 Months,B.Tech Computer Science
PlanetAsia.com Limited,"PowerBI, Ethical Hacking","Scikit-learn, DevOps",Linux,Cloud Computing,Bangalore,6.3,4 Months,Mechanical Engineering
Polaris Software Lab Ltd,"TensorFlow, Network Security","Librosa, React","NLP, C++",Cybersecurity & Forensics,Chennai,8.6,2 Months,B.E. Cloud Computing
Postman,"React, Azure","Deep Learning, Mobile Forensics",PowerBI,DevOps,Singapore,6.2,4 Months,Mechanical Engineering
Power-com Technologies (P) Ltd,"Python, Pandas","PyTorch, NLP","Azure, SQL",Software Engineering,Hyderabad,8.2,6 Months,B.Tech Cybersecurity
Powersolv India Pvt. Ltd.,"React, PowerBI","Network Security, Machine Learning",Kubernetes,Database Administration,Gurgaon,6.6,3 Months,Mechanical Engineering
Pradot Technologies Pvt. Ltd.,"C++, TensorFlow","Scikit-learn, GCP","Node.js, OpenCV",Software Engineering,Bangalore,8.4,2 Months,B.Sc Information Security
Pragati AI Solutions,"Kubernetes, Scikit-learn","TensorFlow, Linux","Pandas, DevOps",Cloud Computing,Delhi,7.3,2 Months,B.Tech CS / IT
Pragati App Solutions,"SQL, Incident Response","DevOps, SQL","Machine Learning, TensorFlow",Database Administration,Remote,8.4,3 Months,Mechanical Engineering
Pragati Cloud Limited,"Machine Learning, Incident Response","C++, Deep Learning","React, Bash",Cloud Computing,Gurgaon,7.4,4 Months,Mechanical Engineering
Pragati Cyber Limited,"Cybersecurity, Network Security","Node.js, TensorFlow","Pandas, Machine Learning",Cloud Computing,Bhubaneswar,6.5,9 Months,B.Tech CS / IT
Pragati Hub Limited,"Deep Learning, Data Analysis","NLP, Kubernetes","AWS, PyTorch",Data Science & AI,Remote,8.2,9 Months,B.Sc / M.Sc Data Science
Pragati Sec Limited,"Librosa, NoSQL","Docker, Scikit-learn","Python, Linux",Database Administration,Coimbatore,6.7,6 Months,B.E. Cloud Computing
Pragati Solutions Technologies,"OpenCV, TensorFlow","Librosa, NoSQL","Data Analysis, OpenCV",Database Administration,Gurgaon,9.3,3 Months,B.Tech CS / IT
Pragati Space Innovations,"OpenCV, JavaScript","Digital Forensics, PyTorch","NoSQL, SQL",Cybersecurity & Forensics,Noida,7.9,12 Months,B.Sc Information Security
Pragati Sys Innovations,"Pandas, GCP","GCP, Scikit-learn","Ethical Hacking, Cybersecurity",Database Administration,Bhubaneswar,8.1,4 Months,Mechanical Engineering
Pragati Sys Networks,"Linux, React","Bash, Incident Response","C++, Incident Response",Cloud Computing,Bhubaneswar,6.1,12 Months,B.Tech CS / IT
Pragati Tech Limited,"Mobile Forensics, Python","Docker, PowerBI","Incident Response, Docker",Software Engineering,Kochi,9.2,9 Months,B.E. Information Technology
Pragati Works Networks,"Java, SQL","Deep Learning, GCP","SQL, AWS",Data Science & AI,Remote,6.3,6 Months,B.Sc / M.Sc Data Science
Pramati Technologies (P) Limited,"Scikit-learn, Cybersecurity","OpenCV, Mobile Forensics","AWS, Network Security",DevOps,Hyderabad,7.7,12 Months,BCA / MCA
Premier Technology Group Pvt. Ltd.,"Librosa, Ethical Hacking","Cybersecurity, NLP","C++, PyTorch",DevOps,Nagpur,9.3,3 Months,Mechanical Engineering
PricewaterhouseCoopers Software Pvt. Ltd.,"Node.js, TensorFlow","Node.js, Python","Bash, Pandas",Cloud Computing,Kolkata,8.3,4 Months,B.Tech Computer Science
Primark India Pvt. Ltd.,"Digital Forensics, Python","DevOps, Cybersecurity","Python, GCP",Software Engineering,Bangalore,7.6,6 Months,B.Tech CS / IT
Princeton Software Exports Pvt. Ltd.,"Scikit-learn, Pandas","Incident Response, Pandas",DevOps,Mobile App Development,Mumbai,7.8,4 Months,B.Tech Computer Science
Progressivexperts Infolabs India Pvt Ltd,"React, Azure","Data Analysis, Ethical Hacking",Linux,Database Administration,Hyderabad,8.6,3 Months,B.E. Information Technology
Prologic First India Pvt Ltd,"Cybersecurity, C++","Ethical Hacking, TensorFlow","Deep Learning, PowerBI",Data Science & AI,New Delhi,7.7,9 Months,B.E. Information Technology
Prologix Software Solutions Pvt. Ltd.,"Linux, JavaScript","SQL, Azure","Machine Learning, PyTorch",Cybersecurity & Forensics,Lucknow,8.2,3 Months,B.Tech Computer Science
Pronet Systems Ltd.,"Pandas, OpenCV","Node.js, Machine Learning",JavaScript,Mobile App Development,Chennai,6.9,9 Months,Mechanical Engineering
Proton Solutions Limited,"Python, NLP","Digital Forensics, Pandas","Machine Learning, Digital Forensics",Cybersecurity & Forensics,Bangalore,9,3 Months,B.Tech CS / IT
PSI Data Systems Ltd.,"NoSQL, JavaScript","NLP, NoSQL","Computer Vision, TensorFlow",Data Science & AI,Bangalore,8.6,12 Months,B.E. Cloud Computing
Publicis Sapient India,"Ethical Hacking, Docker","Pandas, NoSQL","Python, Digital Forensics",Web Development,Kolkata,7.6,2 Months,B.E. Information Technology
PwC India,"Docker, Deep Learning","Scikit-learn, GCP","Deep Learning, TensorFlow",Cloud Computing,Gurgaon,6.7,2 Months,BCA / MCA
"Pyxis Technology Solutions Ltd, Vishakhapatnam",Web Development,"JavaScript, AWS","OpenCV, Bash",Software Engineering,Bangalore,8.1,12 Months,B.Tech Computer Science
QAI (India) Limited,"Linux, Docker","Mobile Forensics, Java","Azure, SQL",Web Development,New Delhi,7.9,9 Months,B.Tech Cybersecurity
Quadrant Infotech India Pvt. Ltd.,"Scikit-learn, Network Security","Cybersecurity, PyTorch","Scikit-learn, Node.js",Mobile App Development,Gurgaon,6.9,3 Months,B.E. Cloud Computing
Quantum Analytics,"React, PowerBI","Librosa, Ethical Hacking","GCP, Node.js",Data Science & AI,Remote,8.6,12 Months,B.Tech CS / M.Tech
Quantum App Analytics,"Machine Learning, Azure","JavaScript, Deep Learning","SQL, Java",Mobile App Development,Kolkata,8.8,4 Months,B.Tech Computer Science
Quantum Consulting,"Azure, Mobile Forensics","Computer Vision, NLP","Kubernetes, Python",Cybersecurity & Forensics,Kolkata,6.2,12 Months,B.Sc Information Security
Quantum Data,"Docker, Computer Vision","Ethical Hacking, TensorFlow","NLP, C++",Web Development,Singapore,7.3,3 Months,BCA / MCA
Quantum Defense,"TensorFlow, Ethical Hacking","Machine Learning, PowerBI","React, Azure",Software Engineering,Remote,6.1,2 Months,B.Tech Computer Science
Quantum Dynamics,"GCP, Digital Forensics","Librosa, Node.js","PyTorch, React",Web Development,Seattle,7.6,12 Months,B.Tech Computer Science
Quantum Group,"NLP, DevOps","SQL, Azure","JavaScript, Librosa",Cloud Computing,San Francisco,7.7,3 Months,Mechanical Engineering
Quantum Inc,"Pandas, TensorFlow","PyTorch, Computer Vision","SQL, NLP",Cybersecurity & Forensics,Remote,8.4,4 Months,BCA / MCA
Quantum Information Systems Ltd,"SQL, Python","Pandas, SQL","Python, Digital Forensics",Database Administration,New Delhi,9,6 Months,M.Sc Cyber Forensics
Quantum Innovations,"DevOps, Kubernetes","Deep Learning, NLP","SQL, Deep Learning",Cybersecurity & Forensics,London,9.4,9 Months,M.Sc Cyber Forensics
Quantum Link Analytics,"PowerBI, TensorFlow","GCP, TensorFlow","SQL, TensorFlow",Cloud Computing,Noida,7.4,9 Months,B.Tech CS / IT
Quantum Security,"Computer Vision, AWS","NoSQL, Java","Deep Learning, Ethical Hacking",Software Engineering,Chennai,6.4,2 Months,B.Tech Computer Science
Quantum Services Technologies,"Scikit-learn, Librosa","Python, React","Machine Learning, Scikit-learn",Software Engineering,Mumbai,6.3,2 Months,BCA / MCA
Quantum Softech Limited,"SQL, Python","PyTorch, Data Analysis","Linux, Azure",Cloud Computing,Hyderabad,7,6 Months,B.Tech Computer Science
Quantum Solutions,"Scikit-learn, Librosa","DevOps, Scikit-learn","Pandas, DevOps",Cybersecurity & Forensics,Chennai,7.2,2 Months,B.Tech Cybersecurity
Quantum Sys Systems,"TensorFlow, Deep Learning","Machine Learning, Librosa","Node.js, PowerBI",Mobile App Development,Chennai,6.5,12 Months,BCA / MCA
Quantum Systems,"Data Analysis, OpenCV","Kubernetes, Network Security","OpenCV, Linux",Mobile App Development,Mumbai,7,2 Months,B.Tech Computer Science
Quest Syscon International Pvt. Ltd.,"AWS, Node.js","Linux, Mobile Forensics","Bash, Java",Web Development,Hyderabad,6.2,12 Months,B.Tech CS / M.Tech
Quick Heal Technologies,"Scikit-learn, Librosa","PyTorch, Data Analysis","Bash, GCP",Web Development,Mumbai,7.3,3 Months,B.Tech CS / M.Tech
R C S Technologies,"Scikit-learn, Cybersecurity","Librosa, PyTorch","PowerBI, Docker",Software Engineering,Bangalore,7.9,6 Months,B.E. Cloud Computing
R M Software India Pvt. Ltd.,"Linux, DevOps","Data Analysis, NoSQL","Data Analysis, C++",Data Science & AI,Noida,7.3,4 Months,B.Tech CS / IT
R S Software (India) Ltd.,"NLP, Incident Response","Librosa, Digital Forensics","DevOps, Incident Response",Web Development,Kolkata,7.4,2 Months,B.E. Cloud Computing
R Systems International Limited,"Ethical Hacking, Linux","Incident Response, JavaScript",DevOps,DevOps,Noida,9.5,9 Months,Mechanical Engineering
Rabo India Finance Pvt Ltd,"TensorFlow, NoSQL","Ethical Hacking, Librosa","Bash, Scikit-learn",Web Development,Mumbai,9,3 Months,B.Tech Computer Science
Rajasthan State Agency For Computer Services,Web Development,"Ethical Hacking, Python","Machine Learning, Data Analysis",Web Development,Jaipur,8.8,9 Months,B.Tech CS / IT
Ram Informatics Ltd.,"OpenCV, JavaScript","SQL, TensorFlow",JavaScript,Software Engineering,Mumbai,8.5,2 Months,B.Tech CS / IT
